species siteclass vol0 vol1 age0 age1
BT SE31 14 14 13 14
BT SE31 10 11 9 1
BT SE32 10 11 9 1
BT SE32 1 3 1 2
BT SE32 13 14 12 13
BT SE32 14 14 13 14
BT SE32 11 12 10 11
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 14 14 14 15
BT SE32 14 15 15 16
BT SE32 7 8 5 6
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE32 10 10 8 9
BT SE32 12 13 11 12
BT SE32 1 3 1 2
BT SE32 11 12 10 11
BT SE32 12 13 11 12
BT SE32 13 14 12 13
BT SE32 14 14 13 14
BT SE32 14 14 14 15
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 1 3 1 2
BT SE32 11 12 10 11
BT SE32 12 13 11 12
BT SE32 13 14 12 13
BT SE32 10 11 9 1
BT SE32 14 14 14 15
BT SE32 14 15 15 16
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 7 8 5 6
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE32 10 10 8 9
BT SE32 10 10 8 9
BT SE32 10 11 9 1
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 7 8 5 6
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE32 10 10 8 9
BT SE32 10 11 9 1
BT SE32 1 3 1 2
BT SE32 11 12 10 11
BT SE32 12 13 11 12
BT SE32 13 14 12 13
BT SE32 14 14 13 14
BT SE32 14 14 14 15
BT SE32 14 15 15 16
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 7 8 5 6
BT SE32 14 15 15 16
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 7 8 5 6
BT SE32 14 14 13 14
BT SE32 13 14 12 13
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE32 10 10 8 9
BT SE32 10 11 9 1
BT SE32 1 3 1 2
BT SE32 11 12 10 11
BT SE32 12 13 11 12
BT SE32 13 14 12 13
BT SE32 14 14 13 14
BT SE32 14 14 14 15
BT SE32 14 15 15 16
BT SE32 10 11 9 1
BT SE32 1 3 1 2
BT SE32 11 12 10 11
BT SE32 14 14 13 14
BT SE32 14 14 14 15
BT SE32 14 15 15 16
BT SE32 15 15 16 16
BT SE32 3 4 2 3
BT SE32 4 5 3 4
BT SE32 5 7 4 5
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE32 10 10 8 9
BT SE32 12 13 11 12
BT SE32 7 8 5 6
BT SE32 8 9 6 7
BT SE32 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 15 15 16 16
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 7 8 5 6
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 3 4 2 3
BT SE33 3 4 2 3
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 4 5 3 4
BT SE33 15 15 16 16
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 15 15 16
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 7 8 5 6
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 5 7 4 5
BT SE33 7 8 5 6
BT SE33 8 9 6 7
BT SE33 3 4 2 3
BT SE33 4 5 3 4
BT SE33 8 9 6 7
BT SE33 9 10 7 8
BT SE33 10 10 8 9
BT SE33 10 11 9 1
BT SE33 1 3 1 2
BT SE33 11 12 10 11
BT SE33 12 13 11 12
BT SE33 14 14 13 14
BT SE33 14 14 14 15
BT SE33 14 15 15 16
BT SE33 15 15 16 16
BT SE33 13 14 12 13
BT SE33 14 14 13 14
BT SE33 5 7 4 5
BT SE33 14 14 14 15
OB SE11 7 8 5 6
OB SE11 1 3 1 2
OB SE11 11 12 10 11
OB SE11 12 13 11 12
OB SE11 13 14 12 13
OB SE11 14 14 13 14
OB SE11 14 14 14 15
OB SE11 14 15 15 16
OB SE11 15 15 16 16
OB SE11 3 4 2 3
OB SE11 4 5 3 4
OB SE11 5 7 4 5
OB SE11 3 4 2 3
OB SE11 8 9 6 7
OB SE11 9 10 7 8
OB SE11 10 10 8 9
OB SE11 10 11 9 1
OB SE11 1 3 1 2
OB SE11 11 12 10 11
OB SE11 12 13 11 12
OB SE11 13 14 12 13
OB SE11 14 14 13 14
OB SE11 14 14 14 15
OB SE11 14 15 15 16
OB SE11 15 15 16 16
OB SE11 8 9 6 7
OB SE11 4 5 3 4
OB SE11 5 7 4 5
OB SE11 7 8 5 6
OB SE11 9 10 7 8
OB SE11 10 10 8 9
OB SE11 10 11 9 1
OB SE12 1 3 1 2
OB SE12 11 12 10 11
OB SE12 12 13 11 12
OB SE12 5 7 4 5
OB SE12 7 8 5 6
OB SE12 8 9 6 7
OB SE12 9 10 7 8
OB SE12 10 10 8 9
OB SE12 10 11 9 1
OB SE12 9 10 7 8
OB SE12 10 10 8 9
OB SE12 10 11 9 1
OB SE12 13 14 12 13
OB SE12 14 14 13 14
OB SE12 14 14 14 15
OB SE12 14 15 15 16
OB SE12 15 15 16 16
OB SE12 3 4 2 3
OB SE12 4 5 3 4
OB SE12 5 7 4 5
OB SE12 7 8 5 6
OB SE12 8 9 6 7
OB SE12 12 13 11 12
OB SE12 13 14 12 13
OB SE12 14 14 13 14
OB SE12 14 14 14 15
OB SE12 14 15 15 16
OB SE12 15 15 16 16
OB SE12 3 4 2 3
OB SE12 4 5 3 4
OB SE12 5 7 4 5
OB SE12 7 8 5 6
OB SE12 8 9 6 7
OB SE12 9 10 7 8
OB SE12 10 10 8 9
OB SE12 10 11 9 1
OB SE12 1 3 1 2
OB SE12 11 12 10 11
OB SE12 12 13 11 12
OB SE12 13 14 12 13
OB SE12 14 14 13 14
OB SE12 14 14 14 15
OB SE12 14 15 15 16
OB SE12 15 15 16 16
OB SE12 3 4 2 3
OB SE12 4 5 3 4
OB SE12 5 7 4 5
OB SE12 7 8 5 6
OB SE12 11 12 10 11
OB SE12 8 9 6 7
OB SE12 9 10 7 8
OB SE12 10 10 8 9
OB SE12 10 11 9 1
OB SE12 13 14 12 13
OB SE12 1 3 1 2
OB SE12 11 12 10 11
OB SE12 12 13 11 12
OB SE12 14 15 15 16
OB SE12 14 14 13 14
OB SE12 14 14 14 15
OB SE12 1 3 1 2
OB SE12 3 4 2 3
OB SE12 4 5 3 4
OB SE12 15 15 16 16
OB SE21 15 15 16 16
OB SE21 1 3 1 2
OB SE21 12 13 11 12
OB SE21 13 14 12 13
OB SE21 14 14 13 14
OB SE21 11 12 10 11
OB SE21 14 15 15 16
OB SE21 4 5 3 4
OB SE21 5 7 4 5
OB SE21 7 8 5 6
OB SE21 8 9 6 7
OB SE21 9 10 7 8
OB SE21 10 10 8 9
OB SE21 10 11 9 1
OB SE21 1 3 1 2
OB SE21 11 12 10 11
OB SE21 12 13 11 12
OB SE21 13 14 12 13
OB SE21 14 14 13 14
OB SE21 14 14 14 15
OB SE21 8 9 6 7
OB SE21 9 10 7 8
OB SE21 10 10 8 9
OB SE21 3 4 2 3
OB SE21 4 5 3 4
OB SE21 5 7 4 5
OB SE21 7 8 5 6
OB SE21 8 9 6 7
OB SE21 9 10 7 8
OB SE21 10 10 8 9
OB SE21 10 11 9 1
OB SE21 1 3 1 2
OB SE21 11 12 10 11
OB SE21 12 13 11 12
OB SE21 13 14 12 13
OB SE21 14 14 13 14
OB SE21 14 14 14 15
OB SE21 14 15 15 16
OB SE21 15 15 16 16
OB SE21 3 4 2 3
OB SE21 4 5 3 4
OB SE21 5 7 4 5
OB SE21 7 8 5 6
OB SE21 8 9 6 7
OB SE21 9 10 7 8
OB SE21 14 14 14 15
OB SE21 3 4 2 3
OB SE21 1 3 1 2
OB SE21 11 12 10 11
OB SE21 12 13 11 12
OB SE21 13 14 12 13
OB SE21 1 3 1 2
OB SE21 14 14 13 14
OB SE21 14 14 14 15
OB SE21 14 15 15 16
OB SE21 15 15 16 16
OB SE21 3 4 2 3
OB SE21 4 5 3 4
OB SE21 5 7 4 5
OB SE21 7 8 5 6
OB SE21 4 5 3 4
OB SE21 5 7 4 5
OB SE21 7 8 5 6
OB SE21 10 11 9 1
OB SE21 9 10 7 8
OB SE21 11 12 10 11
OB SE21 12 13 11 12
OB SE21 13 14 12 13
OB SE21 14 14 13 14
OB SE21 14 14 14 15
OB SE21 14 15 15 16
OB SE21 15 15 16 16
OB SE21 3 4 2 3
OB SE21 10 11 9 1
OB SE21 10 10 8 9
OB SE21 10 11 9 1
OB SE21 8 9 6 7
OB SE21 10 10 8 9
OB SE22 15 15 16 16
OB SE22 12 13 11 12
OB SE22 13 14 12 13
OB SE22 14 14 13 14
OB SE22 14 14 14 15
OB SE22 14 15 15 16
OB SE22 15 15 16 16
OB SE22 3 4 2 3
OB SE22 4 5 3 4
OB SE22 5 7 4 5
OB SE22 7 8 5 6
OB SE22 8 9 6 7
OB SE22 9 10 7 8
OB SE22 10 10 8 9
OB SE22 10 11 9 1
OB SE22 12 13 11 12
OB SE22 13 14 12 13
OB SE22 14 14 13 14
OB SE22 14 14 14 15
OB SE22 3 4 2 3
OB SE22 4 5 3 4
OB SE22 5 7 4 5
OB SE22 7 8 5 6
OB SE22 8 9 6 7
OB SE22 9 10 7 8
OB SE22 10 10 8 9
OB SE22 1 3 1 2
OB SE22 11 12 10 11
OB SE22 11 12 10 11
OB SE22 14 15 15 16
OB SE22 10 11 9 1
OB SE22 1 3 1 2
OB SE23 1 3 1 2
OB SE23 11 12 10 11
OB SE23 12 13 11 12
OB SE23 14 14 13 14
OB SE23 14 14 14 15
OB SE23 14 15 15 16
OB SE23 15 15 16 16
OB SE23 3 4 2 3
OB SE23 5 7 4 5
OB SE23 7 8 5 6
OB SE23 8 9 6 7
OB SE23 13 14 12 13
OB SE23 10 10 8 9
OB SE23 10 11 9 1
OB SE23 1 3 1 2
OB SE23 11 12 10 11
OB SE23 12 13 11 12
OB SE23 13 14 12 13
OB SE23 14 14 13 14
OB SE23 14 14 14 15
OB SE23 14 15 15 16
OB SE23 15 15 16 16
OB SE23 3 4 2 3
OB SE23 4 5 3 4
OB SE23 9 10 7 8
OB SE23 7 8 5 6
OB SE23 8 9 6 7
OB SE23 9 10 7 8
OB SE23 10 10 8 9
OB SE23 10 11 9 1
OB SE23 1 3 1 2
OB SE23 4 5 3 4
OB SE23 5 7 4 5
OB SE23 7 8 5 6
OB SE23 8 9 6 7
OB SE23 9 10 7 8
OB SE23 10 10 8 9
OB SE23 5 7 4 5
OB SE23 1 3 1 2
OB SE23 11 12 10 11
OB SE23 12 13 11 12
OB SE23 13 14 12 13
OB SE23 14 14 13 14
OB SE23 14 14 14 15
OB SE23 14 15 15 16
OB SE23 15 15 16 16
OB SE23 3 4 2 3
OB SE23 4 5 3 4
OB SE23 11 12 10 11
OB SE23 12 13 11 12
OB SE23 13 14 12 13
OB SE23 14 14 13 14
OB SE23 14 14 14 15
OB SE23 14 15 15 16
OB SE23 15 15 16 16
OB SE23 3 4 2 3
OB SE23 4 5 3 4
OB SE23 5 7 4 5
OB SE23 7 8 5 6
OB SE23 8 9 6 7
OB SE23 9 10 7 8
OB SE23 10 10 8 9
OB SE23 10 11 9 1
OB SE23 14 15 15 16
OB SE23 10 11 9 1
OB SE23 15 15 16 16
OB SE23 3 4 2 3
OB SE23 4 5 3 4
OB SE23 5 7 4 5
OB SE23 7 8 5 6
OB SE23 8 9 6 7
OB SE23 11 12 10 11
OB SE23 12 13 11 12
OB SE23 13 14 12 13
OB SE23 14 14 13 14
OB SE23 14 14 14 15
OB SE23 9 10 7 8
OB SE23 10 10 8 9
OB SE23 10 11 9 1
OB SE23 1 3 1 2
OB SE31 8 9 6 7
OB SE31 9 10 7 8
OB SE31 10 10 8 9
OB SE31 1 3 1 2
OB SE31 11 12 10 11
OB SE31 12 13 11 12
OB SE31 10 11 9 1
OB SE31 14 14 13 14
OB SE31 14 14 14 15
OB SE31 14 15 15 16
OB SE31 13 14 12 13
OB SE31 3 4 2 3
OB SE31 4 5 3 4
OB SE31 5 7 4 5
OB SE31 7 8 5 6
OB SE31 8 9 6 7
OB SE31 9 10 7 8
OB SE31 10 10 8 9
OB SE31 10 11 9 1
OB SE31 14 15 15 16
OB SE31 15 15 16 16
OB SE31 3 4 2 3
OB SE31 4 5 3 4
OB SE31 15 15 16 16
OB SE31 1 3 1 2
OB SE31 11 12 10 11
OB SE31 12 13 11 12
OB SE31 13 14 12 13
OB SE31 14 14 13 14
OB SE31 14 14 14 15
OB SE31 14 15 15 16
OB SE31 15 15 16 16
OB SE31 3 4 2 3
OB SE31 4 5 3 4
OB SE31 5 7 4 5
OB SE31 7 8 5 6
OB SE31 8 9 6 7
OB SE31 9 10 7 8
OB SE31 10 10 8 9
OB SE31 10 11 9 1
OB SE31 1 3 1 2
OB SE31 11 12 10 11
OB SE31 12 13 11 12
OB SE31 13 14 12 13
OB SE31 14 14 13 14
OB SE31 14 14 14 15
OB SE31 13 14 12 13
OB SE31 14 14 13 14
OB SE31 14 14 14 15
OB SE31 14 15 15 16
OB SE31 15 15 16 16
OB SE31 5 7 4 5
OB SE31 7 8 5 6
OB SE31 8 9 6 7
OB SE31 9 10 7 8
OB SE31 10 10 8 9
OB SE31 10 11 9 1
OB SE31 11 12 10 11
OB SE31 12 13 11 12
OB SE31 7 8 5 6
OB SE31 3 4 2 3
OB SE31 4 5 3 4
OB SE31 5 7 4 5
OB SE31 1 3 1 2
OB SE32 11 12 10 11
OB SE32 14 14 14 15
OB SE32 12 13 11 12
OB SE32 13 14 12 13
OB SE32 1 3 1 2
OB SE32 7 8 5 6
OB SE32 3 4 2 3
OB SE32 4 5 3 4
OB SE32 5 7 4 5
OB SE32 10 11 9 1
OB SE32 1 3 1 2
OB SE32 11 12 10 11
OB SE32 12 13 11 12
OB SE32 14 14 13 14
OB SE32 14 14 13 14
OB SE32 14 14 14 15
OB SE32 3 4 2 3
OB SE32 4 5 3 4
OB SE32 5 7 4 5
OB SE32 8 9 6 7
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 10 11 9 1
OB SE32 1 3 1 2
OB SE32 13 14 12 13
OB SE32 12 13 11 12
OB SE32 13 14 12 13
OB SE32 14 14 13 14
OB SE32 14 14 14 15
OB SE32 3 4 2 3
OB SE32 4 5 3 4
OB SE32 5 7 4 5
OB SE32 7 8 5 6
OB SE32 8 9 6 7
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 10 11 9 1
OB SE32 11 12 10 11
OB SE32 11 12 10 11
OB SE32 12 13 11 12
OB SE32 13 14 12 13
OB SE32 14 14 13 14
OB SE32 14 14 14 15
OB SE32 3 4 2 3
OB SE32 7 8 5 6
OB SE32 8 9 6 7
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 10 11 9 1
OB SE32 1 3 1 2
OB SE32 1 3 1 2
OB SE32 12 13 11 12
OB SE32 13 14 12 13
OB SE32 14 14 13 14
OB SE32 14 14 14 15
OB SE32 3 4 2 3
OB SE32 4 5 3 4
OB SE32 5 7 4 5
OB SE32 7 8 5 6
OB SE32 8 9 6 7
OB SE32 5 7 4 5
OB SE32 7 8 5 6
OB SE32 8 9 6 7
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 10 11 9 1
OB SE32 1 3 1 2
OB SE32 11 12 10 11
OB SE32 12 13 11 12
OB SE32 13 14 12 13
OB SE32 14 14 13 14
OB SE32 4 5 3 4
OB SE32 5 7 4 5
OB SE32 7 8 5 6
OB SE32 8 9 6 7
OB SE32 9 10 7 8
OB SE32 10 10 8 9
OB SE32 11 12 10 11
OB SE32 10 11 9 1
OB SE32 14 14 14 15
OB SE32 3 4 2 3
OB SE32 4 5 3 4
OB SE33 5 7 4 5
OB SE33 10 10 8 9
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 3 4 2 3
OB SE33 10 11 9 1
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 9 10 7 8
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
