vol age siteclass species area
9 7 I kuusi 29555.6781998056
10 7 I kuusi 16871.1241403245
11 7 I kuusi 4007.28207136214
1 8 I kuusi 0
2 8 I kuusi 0
3 8 I kuusi 0
4 8 I kuusi 591.339294259559
5 8 I kuusi 6985.20123203321
6 8 I kuusi 15843.9492607171
7 8 I kuusi 28427.2361512614
8 8 I kuusi 29485.035823606
9 8 I kuusi 34903.705385759
10 8 I kuusi 19592.4187510961
11 8 I kuusi 9241.17029395887
1 9 I kuusi 0
2 9 I kuusi 344.670152662787
3 9 I kuusi 320.285345603548
4 9 I kuusi 430.339495185788
5 9 I kuusi 2365.54220419827
6 9 I kuusi 10639.5378611397
7 9 I kuusi 20418.8744191867
8 9 I kuusi 26246.7636105676
9 9 I kuusi 37300.2989041031
10 9 I kuusi 18209.1871417562
11 9 I kuusi 11576.8221151456
1 10 I kuusi 0
2 10 I kuusi 0
3 10 I kuusi 0
4 10 I kuusi 1445.1765662685
5 10 I kuusi 1129.66820665898
6 10 I kuusi 5624.34196494961
7 10 I kuusi 15659.7369575
8 10 I kuusi 39599.8004085271
9 10 I kuusi 35156.4519066615
10 10 I kuusi 39006.2105188184
11 10 I kuusi 16211.3419514955
1 11 I kuusi 0
2 11 I kuusi 0
3 11 I kuusi 703.062055087375
4 11 I kuusi 0
5 11 I kuusi 2117.74496515212
6 11 I kuusi 4440.4165277521
7 11 I kuusi 10842.2904600328
8 11 I kuusi 22884.94841887
9 11 I kuusi 38277.9441801667
10 11 I kuusi 39058.795049793
11 11 I kuusi 30821.6434706562
1 12 I kuusi 0
2 12 I kuusi 0
3 12 I kuusi 0
4 12 I kuusi 0
5 12 I kuusi 0
6 12 I kuusi 2640.87638564239
7 12 I kuusi 7655.72599949946
8 12 I kuusi 24220.5424626564
9 12 I kuusi 34673.1313728165
10 12 I kuusi 37561.8468324533
11 12 I kuusi 38220.3744057994
1 13 I kuusi 307.656424916681
2 13 I kuusi 360.808922301037
3 13 I kuusi 0
4 13 I kuusi 0
5 13 I kuusi 1318.17669307829
6 13 I kuusi 4473.55653976253
7 13 I kuusi 9550.87066111861
8 13 I kuusi 21029.3173267096
9 13 I kuusi 39718.792985942
10 13 I kuusi 38013.9982879278
11 13 I kuusi 48548.1496997493
1 14 I kuusi 0
2 14 I kuusi 0
3 14 I kuusi 0
4 14 I kuusi 0
5 14 I kuusi 0
6 14 I kuusi 2623.94079453125
7 14 I kuusi 4520.90572509498
8 14 I kuusi 12606.1795025033
9 14 I kuusi 37402.6549329696
10 14 I kuusi 40628.1546786492
11 14 I kuusi 39430.9711967909
1 15 I kuusi 0
2 15 I kuusi 0
3 15 I kuusi 268.625491573162
4 15 I kuusi 341.818891306707
5 15 I kuusi 295.174757889308
6 15 I kuusi 579.77021430919
7 15 I kuusi 2149.81696108179
8 15 I kuusi 16671.7330290582
9 15 I kuusi 25215.1569760816
10 15 I kuusi 36843.5515954939
11 15 I kuusi 39669.1921149672
1 16 I kuusi 0
2 16 I kuusi 0
3 16 I kuusi 0
4 16 I kuusi 0
5 16 I kuusi 326.981985999993
6 16 I kuusi 1299.53363015445
7 16 I kuusi 3752.84097279101
8 16 I kuusi 7541.82191636962
9 16 I kuusi 16677.508349177
10 16 I kuusi 31337.3469797354
11 16 I kuusi 38081.826606269
1 17 I kuusi 0
2 17 I kuusi 319.006010114339
3 17 I kuusi 0
4 17 I kuusi 383.496097712171
5 17 I kuusi 0
6 17 I kuusi 323.613937747325
7 17 I kuusi 2168.28307142678
8 17 I kuusi 3739.89929076131
9 17 I kuusi 19960.2712260928
10 17 I kuusi 16144.0062102103
11 17 I kuusi 35595.8469495741
1 18 I kuusi 0
2 18 I kuusi 0
3 18 I kuusi 0
4 18 I kuusi 0
5 18 I kuusi 0
6 18 I kuusi 0
7 18 I kuusi 1374.65139369226
8 18 I kuusi 3522.95369469143
9 18 I kuusi 12811.5046475323
10 18 I kuusi 21145.2275424467
11 18 I kuusi 34620.3304519652
1 19 I kuusi 0
2 19 I kuusi 0
3 19 I kuusi 0
4 19 I kuusi 0
5 19 I kuusi 0
6 19 I kuusi 0
7 19 I kuusi 627.478878359528
8 19 I kuusi 3222.52043917556
9 19 I kuusi 10530.4814346322
10 19 I kuusi 16825.0405321124
11 19 I kuusi 31747.1475312064
1 20 I kuusi 0
2 20 I kuusi 0
3 20 I kuusi 0
4 20 I kuusi 0
5 20 I kuusi 0
6 20 I kuusi 663.122408444034
7 20 I kuusi 338.37169042427
8 20 I kuusi 2180.12167554258
9 20 I kuusi 6961.41272228233
10 20 I kuusi 8667.88052130689
11 20 I kuusi 17308.9857545906
1 21 I kuusi 0
2 21 I kuusi 0
3 21 I kuusi 0
4 21 I kuusi 0
5 21 I kuusi 0
6 21 I kuusi 0
7 21 I kuusi 0
8 21 I kuusi 521.192937577935
9 21 I kuusi 4721.13615637535
10 21 I kuusi 7410.07584489701
11 21 I kuusi 13395.0201986989
1 22 I kuusi 0
2 22 I kuusi 0
3 22 I kuusi 0
4 22 I kuusi 0
5 22 I kuusi 0
6 22 I kuusi 341.552636219687
7 22 I kuusi 1647.51427759662
8 22 I kuusi 2935.92583482058
9 22 I kuusi 2798.02971167443
10 22 I kuusi 6759.15907014798
11 22 I kuusi 11296.9885241698
1 23 I kuusi 0
2 23 I kuusi 0
3 23 I kuusi 0
4 23 I kuusi 0
5 23 I kuusi 0
6 23 I kuusi 0
7 23 I kuusi 311.708325473292
8 23 I kuusi 1332.86325958464
9 23 I kuusi 2730.4988964312
10 23 I kuusi 3978.28460839712
11 23 I kuusi 10523.1567819464
1 24 I kuusi 0
2 24 I kuusi 0
3 24 I kuusi 0
4 24 I kuusi 0
5 24 I kuusi 0
6 24 I kuusi 403.506142833354
7 24 I kuusi 587.873115637366
8 24 I kuusi 1651.04072106214
9 24 I kuusi 2390.9858815142
10 24 I kuusi 3370.99798968019
11 24 I kuusi 8684.10244724856
1 25 I kuusi 0
2 25 I kuusi 0
3 25 I kuusi 0
4 25 I kuusi 0
5 25 I kuusi 585.563173689954
6 25 I kuusi 0
7 25 I kuusi 985.362494412921
8 25 I kuusi 863.630160824588
9 25 I kuusi 7281.31593506791
10 25 I kuusi 8021.83239736792
11 25 I kuusi 16533.0634253155
1 1 II kuusi 47134.1834495705
2 1 II kuusi 2224.56456125793
3 1 II kuusi 287.390514348828
4 1 II kuusi 0
5 1 II kuusi 0
6 1 II kuusi 0
7 1 II kuusi 0
8 1 II kuusi 0
9 1 II kuusi 0
10 1 II kuusi 0
11 1 II kuusi 0
1 2 II kuusi 9669.26928712457
2 2 II kuusi 4797.89799364221
3 2 II kuusi 645.574500751404
4 2 II kuusi 0
5 2 II kuusi 0
6 2 II kuusi 0
7 2 II kuusi 0
8 2 II kuusi 0
9 2 II kuusi 0
10 2 II kuusi 0
11 2 II kuusi 0
1 3 II kuusi 1417.55883708105
2 3 II kuusi 2241.36437279387
3 3 II kuusi 1500.17252927475
4 3 II kuusi 950.183099363605
5 3 II kuusi 297.63306209268
6 3 II kuusi 0
7 3 II kuusi 0
8 3 II kuusi 0
9 3 II kuusi 0
10 3 II kuusi 0
11 3 II kuusi 0
1 4 II kuusi 338.316954239015
2 4 II kuusi 1533.52979272505
3 4 II kuusi 2821.56797556424
4 4 II kuusi 1969.40474636294
5 4 II kuusi 1919.95932919525
6 4 II kuusi 340.444473105121
7 4 II kuusi 628.322720758119
8 4 II kuusi 0
9 4 II kuusi 0
10 4 II kuusi 0
11 4 II kuusi 0
1 5 II kuusi 0
2 5 II kuusi 2080.34440110481
3 5 II kuusi 942.301116600391
4 5 II kuusi 2873.89892131811
5 5 II kuusi 2967.38268430483
6 5 II kuusi 1424.75153649933
7 5 II kuusi 951.533432516534
8 5 II kuusi 717.633654022638
9 5 II kuusi 315.37949108482
10 5 II kuusi 0
11 5 II kuusi 0
1 6 II kuusi 0
2 6 II kuusi 286.732024165776
3 6 II kuusi 252.790704923842
4 6 II kuusi 2868.9658818441
5 6 II kuusi 2719.51363988047
6 6 II kuusi 2973.66134224997
7 6 II kuusi 3170.02527750302
8 6 II kuusi 1379.23642275761
9 6 II kuusi 691.717961574726
10 6 II kuusi 379.716231613042
11 6 II kuusi 0
1 7 II kuusi 0
2 7 II kuusi 363.397582831964
3 7 II kuusi 675.5436169859
4 7 II kuusi 3113.65441977557
5 7 II kuusi 2057.57696718154
6 7 II kuusi 5379.78822089773
7 7 II kuusi 5685.39757763144
8 7 II kuusi 1714.94482860285
9 7 II kuusi 581.602350399635
10 7 II kuusi 0
11 7 II kuusi 0
1 8 II kuusi 0
2 8 II kuusi 330.924170490109
3 8 II kuusi 721.498869904318
4 8 II kuusi 669.006937405689
5 8 II kuusi 2099.41959933361
6 8 II kuusi 5970.04270380444
7 8 II kuusi 3952.23888004473
8 8 II kuusi 3809.93688168654
9 8 II kuusi 1979.29321848624
10 8 II kuusi 318.866058155519
11 8 II kuusi 365.150786152485
1 9 II kuusi 0
2 9 II kuusi 254.662364248
3 9 II kuusi 718.411652090762
4 9 II kuusi 806.160846557227
5 9 II kuusi 2015.87427552524
6 9 II kuusi 5316.44237909139
7 9 II kuusi 4636.35673995715
8 9 II kuusi 5375.37052653138
9 9 II kuusi 1715.61448079168
10 9 II kuusi 1644.28145890535
11 9 II kuusi 310.655946319132
1 10 II kuusi 0
2 10 II kuusi 0
3 10 II kuusi 0
4 10 II kuusi 843.177021930457
5 10 II kuusi 2118.03270141645
6 10 II kuusi 2061.12614413691
7 10 II kuusi 5702.12461801366
8 10 II kuusi 3732.58978964805
9 10 II kuusi 2566.65268036523
10 10 II kuusi 393.207083364947
11 10 II kuusi 769.80651130842
1 11 II kuusi 0
2 11 II kuusi 0
3 11 II kuusi 0
4 11 II kuusi 0
5 11 II kuusi 1305.96321944672
6 11 II kuusi 2795.16181642048
7 11 II kuusi 6195.9024052861
8 11 II kuusi 5465.45497014039
9 11 II kuusi 2791.50157319128
10 11 II kuusi 1355.45131962061
11 11 II kuusi 340.496646364742
1 12 II kuusi 0
2 12 II kuusi 0
3 12 II kuusi 307.570076204012
4 12 II kuusi 0
5 12 II kuusi 641.493025250048
6 12 II kuusi 3165.40834395857
7 12 II kuusi 2626.43218720049
8 12 II kuusi 3810.22527407204
9 12 II kuusi 2086.98041561028
10 12 II kuusi 1862.47050058584
11 12 II kuusi 379.166571722451
1 13 II kuusi 0
2 13 II kuusi 0
3 13 II kuusi 0
4 13 II kuusi 331.506013609736
5 13 II kuusi 281.871270933932
6 13 II kuusi 1401.71115882829
7 13 II kuusi 3252.5150026346
8 13 II kuusi 8298.55554860213
9 13 II kuusi 4698.5962102967
10 13 II kuusi 3332.90177440476
11 13 II kuusi 562.213932375545
1 14 II kuusi 0
2 14 II kuusi 0
3 14 II kuusi 0
4 14 II kuusi 0
5 14 II kuusi 717.506638417591
6 14 II kuusi 575.494336471666
7 14 II kuusi 3061.93953527811
8 14 II kuusi 6201.37188548743
9 14 II kuusi 4440.99533496951
10 14 II kuusi 306.520005018254
11 14 II kuusi 0
1 15 II kuusi 0
2 15 II kuusi 0
3 15 II kuusi 0
4 15 II kuusi 0
5 15 II kuusi 0
6 15 II kuusi 1853.56174378455
7 15 II kuusi 1743.98126425685
8 15 II kuusi 3662.95297326119
9 15 II kuusi 2152.17933935294
10 15 II kuusi 1446.08917002424
11 15 II kuusi 324.669821557917
1 16 II kuusi 0
2 16 II kuusi 0
3 16 II kuusi 0
4 16 II kuusi 0
5 16 II kuusi 0
6 16 II kuusi 346.772425253119
7 16 II kuusi 1264.04912571159
8 16 II kuusi 2646.22890945906
9 16 II kuusi 4561.83148306726
10 16 II kuusi 2475.35958595926
11 16 II kuusi 2136.58076390891
1 17 II kuusi 0
2 17 II kuusi 0
3 17 II kuusi 0
4 17 II kuusi 0
5 17 II kuusi 661.844965113662
6 17 II kuusi 719.399422198994
7 17 II kuusi 2536.88731162746
8 17 II kuusi 5800.42106548757
9 17 II kuusi 2507.88896873546
10 17 II kuusi 1359.5509419569
11 17 II kuusi 307.985273518701
1 18 II kuusi 0
2 18 II kuusi 0
3 18 II kuusi 0
4 18 II kuusi 0
5 18 II kuusi 0
6 18 II kuusi 329.242139295071
7 18 II kuusi 1580.54129803907
8 18 II kuusi 5411.05224889102
9 18 II kuusi 2499.17435060548
10 18 II kuusi 751.097084741319
11 18 II kuusi 0
1 19 II kuusi 0
2 19 II kuusi 0
3 19 II kuusi 0
4 19 II kuusi 0
5 19 II kuusi 0
6 19 II kuusi 332.539158983373
7 19 II kuusi 1940.49860244814
8 19 II kuusi 1916.5451149658
9 19 II kuusi 3705.4755521689
10 19 II kuusi 2012.76239521381
11 19 II kuusi 1547.25329259768
1 20 II kuusi 0
2 20 II kuusi 0
3 20 II kuusi 0
4 20 II kuusi 0
5 20 II kuusi 0
6 20 II kuusi 0
7 20 II kuusi 352.408897446434
8 20 II kuusi 3120.5552218449
9 20 II kuusi 3070.07258475478
10 20 II kuusi 614.323880871347
11 20 II kuusi 1067.11700224225
1 21 II kuusi 0
2 21 II kuusi 0
3 21 II kuusi 0
4 21 II kuusi 0
5 21 II kuusi 0
6 21 II kuusi 0
7 21 II kuusi 982.799697887733
8 21 II kuusi 1627.91859120293
9 21 II kuusi 672.249976018822
10 21 II kuusi 1858.00464990638
11 21 II kuusi 675.657722739196
1 22 II kuusi 0
2 22 II kuusi 0
3 22 II kuusi 0
4 22 II kuusi 0
5 22 II kuusi 0
6 22 II kuusi 0
7 22 II kuusi 2284.07529930322
8 22 II kuusi 2371.66048027287
9 22 II kuusi 742.511279634114
10 22 II kuusi 1316.6173392099
11 22 II kuusi 1040.12985713075
1 23 II kuusi 0
2 23 II kuusi 0
3 23 II kuusi 0
4 23 II kuusi 0
5 23 II kuusi 0
6 23 II kuusi 0
7 23 II kuusi 389.981961420698
8 23 II kuusi 1213.06579737272
9 23 II kuusi 882.761479839644
10 23 II kuusi 2880.34648623355
11 23 II kuusi 495.165186836685
1 24 II kuusi 0
2 24 II kuusi 0
3 24 II kuusi 0
4 24 II kuusi 0
5 24 II kuusi 314.205644261765
6 24 II kuusi 0
7 24 II kuusi 1149.92654542901
8 24 II kuusi 1463.90625000027
9 24 II kuusi 370.070543697021
10 24 II kuusi 349.74526690245
11 24 II kuusi 0
1 25 II kuusi 0
2 25 II kuusi 0
3 25 II kuusi 0
4 25 II kuusi 0
5 25 II kuusi 0
6 25 II kuusi 402.879880750374
7 25 II kuusi 1109.62696370742
8 25 II kuusi 1995.77870560265
9 25 II kuusi 3346.24610729669
10 25 II kuusi 1307.25215076503
11 25 II kuusi 1723.10878506093
1 1 III kuusi 6242.59124391653
2 1 III kuusi 0
3 1 III kuusi 0
4 1 III kuusi 0
5 1 III kuusi 0
6 1 III kuusi 0
7 1 III kuusi 0
8 1 III kuusi 0
9 1 III kuusi 0
10 1 III kuusi 0
11 1 III kuusi 0
1 2 III kuusi 261.889957435038
2 2 III kuusi 1079.03940951869
3 2 III kuusi 0
4 2 III kuusi 0
5 2 III kuusi 0
6 2 III kuusi 0
7 2 III kuusi 0
8 2 III kuusi 0
9 2 III kuusi 0
10 2 III kuusi 0
11 2 III kuusi 0
1 3 III kuusi 0
2 3 III kuusi 556.316493701629
3 3 III kuusi 0
4 3 III kuusi 365.247726381299
5 3 III kuusi 0
6 3 III kuusi 0
7 3 III kuusi 0
8 3 III kuusi 0
9 3 III kuusi 0
10 3 III kuusi 0
11 3 III kuusi 0
1 4 III kuusi 0
2 4 III kuusi 905.175134161008
3 4 III kuusi 0
4 4 III kuusi 578.278468047071
5 4 III kuusi 0
6 4 III kuusi 0
7 4 III kuusi 0
8 4 III kuusi 0
9 4 III kuusi 0
10 4 III kuusi 0
11 4 III kuusi 0
1 5 III kuusi 0
2 5 III kuusi 258.686628214953
3 5 III kuusi 683.552674129461
4 5 III kuusi 376.839092326155
5 5 III kuusi 1318.85180439148
6 5 III kuusi 0
7 5 III kuusi 0
8 5 III kuusi 0
9 5 III kuusi 0
10 5 III kuusi 0
11 5 III kuusi 0
1 6 III kuusi 0
2 6 III kuusi 0
3 6 III kuusi 363.424584105844
4 6 III kuusi 524.222962745176
5 6 III kuusi 280.080430792897
6 6 III kuusi 328.11339411514
7 6 III kuusi 374.258470243514
8 6 III kuusi 0
9 6 III kuusi 0
10 6 III kuusi 0
11 6 III kuusi 0
1 7 III kuusi 0
2 7 III kuusi 0
3 7 III kuusi 255.796652698218
4 7 III kuusi 896.239405472208
5 7 III kuusi 1105.4356823516
6 7 III kuusi 2081.90777820573
7 7 III kuusi 387.953872998873
8 7 III kuusi 0
9 7 III kuusi 0
10 7 III kuusi 0
11 7 III kuusi 0
1 8 III kuusi 0
2 8 III kuusi 0
3 8 III kuusi 364.316853885254
4 8 III kuusi 587.581156101798
5 8 III kuusi 1125.0784255981
6 8 III kuusi 1046.41540580323
7 8 III kuusi 0
8 8 III kuusi 0
9 8 III kuusi 0
10 8 III kuusi 0
11 8 III kuusi 0
1 9 III kuusi 0
2 9 III kuusi 0
3 9 III kuusi 0
4 9 III kuusi 0
5 9 III kuusi 232.915800642647
6 9 III kuusi 1252.00801786022
7 9 III kuusi 296.151394227744
8 9 III kuusi 395.937295749118
9 9 III kuusi 0
10 9 III kuusi 0
11 9 III kuusi 0
1 10 III kuusi 0
2 10 III kuusi 336.234801723112
3 10 III kuusi 0
4 10 III kuusi 716.156136333263
5 10 III kuusi 316.636550459264
6 10 III kuusi 315.245896972449
7 10 III kuusi 364.786753302035
8 10 III kuusi 988.790120815098
9 10 III kuusi 0
10 10 III kuusi 0
11 10 III kuusi 0
1 11 III kuusi 0
2 11 III kuusi 0
3 11 III kuusi 0
4 11 III kuusi 900.172457753904
5 11 III kuusi 0
6 11 III kuusi 1569.70079131273
7 11 III kuusi 0
8 11 III kuusi 1343.57277569487
9 11 III kuusi 0
10 11 III kuusi 0
11 11 III kuusi 0
1 12 III kuusi 0
2 12 III kuusi 0
3 12 III kuusi 243.741923247937
4 12 III kuusi 302.944933097127
5 12 III kuusi 1035.28223888882
6 12 III kuusi 1267.81010767488
7 12 III kuusi 964.809343353048
8 12 III kuusi 688.962434366911
9 12 III kuusi 0
10 12 III kuusi 0
11 12 III kuusi 0
1 13 III kuusi 0
2 13 III kuusi 0
3 13 III kuusi 0
4 13 III kuusi 684.097918395743
5 13 III kuusi 735.924045292219
6 13 III kuusi 0
7 13 III kuusi 240.166222526278
8 13 III kuusi 778.76162738115
9 13 III kuusi 641.050792581339
10 13 III kuusi 609.023426088438
11 13 III kuusi 507.800894684804
1 14 III kuusi 0
2 14 III kuusi 0
3 14 III kuusi 0
4 14 III kuusi 0
5 14 III kuusi 0
6 14 III kuusi 708.479393329286
7 14 III kuusi 1134.57436109673
8 14 III kuusi 412.64801537448
9 14 III kuusi 946.480932927402
10 14 III kuusi 0
11 14 III kuusi 0
1 15 III kuusi 0
2 15 III kuusi 0
3 15 III kuusi 0
4 15 III kuusi 316.940102968145
5 15 III kuusi 0
6 15 III kuusi 0
7 15 III kuusi 0
8 15 III kuusi 0
9 15 III kuusi 410.287025351008
10 15 III kuusi 0
11 15 III kuusi 0
1 16 III kuusi 0
2 16 III kuusi 0
3 16 III kuusi 0
4 16 III kuusi 0
5 16 III kuusi 0
6 16 III kuusi 1142.63465029587
7 16 III kuusi 776.816489928298
8 16 III kuusi 324.018846608273
9 16 III kuusi 391.748635725144
10 16 III kuusi 349.485457389705
11 16 III kuusi 0
1 17 III kuusi 0
2 17 III kuusi 0
3 17 III kuusi 0
4 17 III kuusi 314.607220793552
5 17 III kuusi 306.01807401758
6 17 III kuusi 294.692021721091
7 17 III kuusi 0
8 17 III kuusi 0
9 17 III kuusi 1069.30770041256
10 17 III kuusi 240.948294281185
11 17 III kuusi 0
1 18 III kuusi 0
2 18 III kuusi 0
3 18 III kuusi 0
4 18 III kuusi 0
5 18 III kuusi 0
6 18 III kuusi 310.416372011221
7 18 III kuusi 354.910886082056
8 18 III kuusi 0
9 18 III kuusi 391.93103260137
10 18 III kuusi 0
11 18 III kuusi 0
1 19 III kuusi 0
2 19 III kuusi 0
3 19 III kuusi 0
4 19 III kuusi 0
5 19 III kuusi 0
6 19 III kuusi 0
7 19 III kuusi 549.994254190564
8 19 III kuusi 1023.57345016937
9 19 III kuusi 301.07450683072
10 19 III kuusi 0
11 19 III kuusi 0
1 20 III kuusi 0
2 20 III kuusi 0
3 20 III kuusi 0
4 20 III kuusi 433.80895392141
5 20 III kuusi 0
6 20 III kuusi 0
7 20 III kuusi 0
8 20 III kuusi 342.536528405297
9 20 III kuusi 793.208432508368
10 20 III kuusi 0
11 20 III kuusi 0
1 21 III kuusi 0
2 21 III kuusi 0
3 21 III kuusi 0
4 21 III kuusi 0
5 21 III kuusi 0
6 21 III kuusi 278.015475690497
7 21 III kuusi 0
8 21 III kuusi 320.465451123151
9 21 III kuusi 0
10 21 III kuusi 0
11 21 III kuusi 0
1 22 III kuusi 0
2 22 III kuusi 0
3 22 III kuusi 0
4 22 III kuusi 0
5 22 III kuusi 0
6 22 III kuusi 0
7 22 III kuusi 0
8 22 III kuusi 0
9 22 III kuusi 0
10 22 III kuusi 0
11 22 III kuusi 0
1 23 III kuusi 0
2 23 III kuusi 0
3 23 III kuusi 0
4 23 III kuusi 0
5 23 III kuusi 0
6 23 III kuusi 0
7 23 III kuusi 400.367390234288
8 23 III kuusi 380.308130300582
9 23 III kuusi 0
10 23 III kuusi 0
11 23 III kuusi 0
1 24 III kuusi 0
2 24 III kuusi 0
3 24 III kuusi 0
4 24 III kuusi 0
5 24 III kuusi 0
6 24 III kuusi 0
7 24 III kuusi 344.107840907437
8 24 III kuusi 751.51722021412
9 24 III kuusi 0
10 24 III kuusi 0
11 24 III kuusi 0
1 25 III kuusi 0
2 25 III kuusi 0
3 25 III kuusi 0
4 25 III kuusi 293.942103800401
5 25 III kuusi 361.058979188888
6 25 III kuusi 732.586806158014
7 25 III kuusi 1019.01467963927
8 25 III kuusi 937.225061757776
9 25 III kuusi 0
10 25 III kuusi 304.33168118347
11 25 III kuusi 0
1 1 IV kuusi 0
2 1 IV kuusi 307.935853088144
3 1 IV kuusi 0
4 1 IV kuusi 0
5 1 IV kuusi 0
6 1 IV kuusi 0
7 1 IV kuusi 0
8 1 IV kuusi 0
9 1 IV kuusi 0
10 1 IV kuusi 0
11 1 IV kuusi 0
1 2 IV kuusi 570.746500718433
2 2 IV kuusi 0
3 2 IV kuusi 0
4 2 IV kuusi 0
5 2 IV kuusi 0
6 2 IV kuusi 0
7 2 IV kuusi 0
8 2 IV kuusi 0
9 2 IV kuusi 0
10 2 IV kuusi 0
11 2 IV kuusi 0
1 3 IV kuusi 346.432940498463
2 3 IV kuusi 0
3 3 IV kuusi 0
4 3 IV kuusi 0
5 3 IV kuusi 0
6 3 IV kuusi 0
7 3 IV kuusi 0
8 3 IV kuusi 0
9 3 IV kuusi 0
10 3 IV kuusi 0
11 3 IV kuusi 0
1 4 IV kuusi 432.47123528733
2 4 IV kuusi 0
3 4 IV kuusi 0
4 4 IV kuusi 0
5 4 IV kuusi 0
6 4 IV kuusi 0
7 4 IV kuusi 0
8 4 IV kuusi 0
9 4 IV kuusi 0
10 4 IV kuusi 0
11 4 IV kuusi 0
1 5 IV kuusi 0
2 5 IV kuusi 363.55009374029
3 5 IV kuusi 0
4 5 IV kuusi 382.423369982485
5 5 IV kuusi 0
6 5 IV kuusi 0
7 5 IV kuusi 0
8 5 IV kuusi 0
9 5 IV kuusi 0
10 5 IV kuusi 0
11 5 IV kuusi 0
1 6 IV kuusi 0
2 6 IV kuusi 0
3 6 IV kuusi 0
4 6 IV kuusi 0
5 6 IV kuusi 0
6 6 IV kuusi 0
7 6 IV kuusi 0
8 6 IV kuusi 0
9 6 IV kuusi 0
10 6 IV kuusi 0
11 6 IV kuusi 0
1 7 IV kuusi 0
2 7 IV kuusi 306.517166716847
3 7 IV kuusi 356.501174508177
4 7 IV kuusi 0
5 7 IV kuusi 0
6 7 IV kuusi 0
7 7 IV kuusi 0
8 7 IV kuusi 0
9 7 IV kuusi 0
10 7 IV kuusi 0
11 7 IV kuusi 0
1 8 IV kuusi 0
2 8 IV kuusi 0
3 8 IV kuusi 0
4 8 IV kuusi 0
5 8 IV kuusi 308.163540702589
6 8 IV kuusi 0
7 8 IV kuusi 0
8 8 IV kuusi 0
9 8 IV kuusi 0
10 8 IV kuusi 0
11 8 IV kuusi 0
1 9 IV kuusi 0
2 9 IV kuusi 0
3 9 IV kuusi 0
4 9 IV kuusi 0
5 9 IV kuusi 349.05993444528
6 9 IV kuusi 0
7 9 IV kuusi 311.072581891032
8 9 IV kuusi 0
9 9 IV kuusi 0
10 9 IV kuusi 0
11 9 IV kuusi 0
1 10 IV kuusi 0
2 10 IV kuusi 0
3 10 IV kuusi 0
4 10 IV kuusi 0
5 10 IV kuusi 0
6 10 IV kuusi 0
7 10 IV kuusi 336.619819899804
8 10 IV kuusi 0
9 10 IV kuusi 0
10 10 IV kuusi 0
11 10 IV kuusi 0
1 11 IV kuusi 0
2 11 IV kuusi 0
3 11 IV kuusi 0
4 11 IV kuusi 0
5 11 IV kuusi 0
6 11 IV kuusi 0
7 11 IV kuusi 0
8 11 IV kuusi 0
9 11 IV kuusi 0
10 11 IV kuusi 0
11 11 IV kuusi 0
1 12 IV kuusi 0
2 12 IV kuusi 0
3 12 IV kuusi 0
4 12 IV kuusi 0
